,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
KAT2B,3922.514137908471,-0.7339843673565069,0.21342782350887526,-3.439028498203209,0.0005838057734742262,0.002027838916550504
ZNF385D,4399.473344931396,0.7746207802140423,0.3092390740112057,2.504925299918512,0.012247725748699274,0.023917105030581934
ZNF385D-AS1,15.586729266256159,0.2416103844115281,0.3158963665854743,0.7648406565200357,0.4443664347091204,0.514458468723389
UBE2E2,11411.093140974537,-0.41942739025366077,0.1355085371905354,-3.095210080114094,0.0019667354131859033,0.005290192969792374
UBE2E1,2151.482861389313,-0.704780592869214,0.1826952257719032,-3.8576847856393335,0.00011446613547288066,0.0005703211169826075
NKIRAS1,288.2793237501179,0.17869733709885086,0.07281124778928326,2.454254562646741,0.014117700143837524,0.02695417384011401
RPL15,1061.7473113025474,1.0436330459476366,0.23637603045583766,4.415139064375732,1.00945076084971e-05,8.264021669987954e-05
NR1D2,1216.5393744215905,-0.28329270838840664,0.1436725851899409,-1.9717937699379628,0.04863315384625253,0.07729397922155036
THRB,6192.153989458481,0.37092618450498754,0.18020132803078637,2.0583987285688425,0.03955187369498974,0.06454773028089768
RARB,951.267619516451,0.18326670060686173,0.18779407414226726,0.9758918189720103,0.32911807668343973,0.3988324716942487
TOP2B,1523.1099798863165,-0.3402871880609633,0.10703304956778774,-3.179272098058344,0.001476454223737292,0.0041902349871320715
NGLY1,1026.8855043563724,-0.4267771546140294,0.11778151169673733,-3.623464739634952,0.00029068284669337395,0.001168411704512826
OXSM,106.41747736083622,0.24704828826898934,0.11474249101807765,2.1530671512967845,0.03131340141956574,0.05300317765720904
LRRC3B,2632.91207654111,-1.2624027543645695,0.35774786511857026,-3.528749931033592,0.00041752747365993116,0.0015479745527033411
NEK10,1270.0180115865753,0.5949089379135958,0.23202768382770383,2.5639567145589215,0.010348644960624325,0.02077191612260109
SLC4A7,1778.3144522849786,-0.4766669585613685,0.2168904165591225,-2.197731767606399,0.02796822632590639,0.04796920344130455
CMC1,1014.376337034255,-0.576764106682555,0.15461408026429105,-3.7303465874301858,0.0001912165472431975,0.0008468997260703918
AZI2,521.1867072459077,-0.13823293288837898,0.07512887520031618,-1.8399441296014138,0.06577644027571032,0.1000365867973764
ZCWPW2,228.79835998014195,8.536452531515714,0.9702896211924713,8.797839681129993,1.3947510221978442e-18,5.76789322722617e-16
RBMS3-AS3,310.39866207831267,-0.4308864542429721,0.2965497788206303,-1.4529987375360547,0.14622410452756446,0.19885818744075617
RBMS3,2281.7333829848817,0.12053974331124839,0.22193419603823375,0.5431328090173286,0.5870383645177231,0.6492544729907178
RBMS3-AS2,124.09407311562347,0.19215080898552134,0.33555774427517293,0.5726311261287678,0.5668944799858485,0.6310259711847398
TGFBR2,1047.7353474363779,-0.9342405248863752,0.3636342136267601,-2.56917663376223,0.010194048236486853,0.020512811646727473
GADL1,14.167417576003215,1.472908087689226,0.3602680049025259,4.088367736368196,4.344191187200222e-05,0.00026598063977807115
STT3B,1323.5164356947694,-0.4326375957852297,0.12798581794117958,-3.3803557514791494,0.0007239206308176277,0.0024063456591018736
OSBPL10,696.6791131275617,0.9707716263849185,0.30959604513291494,3.1356073233046287,0.001714986647074032,0.00473264379976159
GPD1L,366.4183308906727,0.8114981233537744,0.22779922908361872,3.562339199382875,0.00036756504622344107,0.0013959948777323764
CMTM8,276.2731491070268,0.6201923685744812,0.20732537177346153,2.991396389498086,0.0027770475857784075,0.007012384291095022
CMTM7,458.0395994805463,-0.5428614051997233,0.31186790529805786,-1.740677370058008,0.08174014717355692,0.12072519287653703
CMTM6,490.77996810877414,-0.37092219849628805,0.21132927619653447,-1.7551860545404674,0.07922748846709271,0.11751874385824816
DYNC1LI1,717.5170550983654,-0.22945152688193274,0.09644975158535943,-2.3789747833499066,0.017360863552785207,0.032034249231960896
CNOT10,929.5762180103055,-0.16348868809487682,0.06733228347623814,-2.4280876817815438,0.015178673155283933,0.02862490100971722
TRIM71,72.2562517316107,1.0332920424823333,0.3150212542760661,3.280070879207461,0.0010378101000600318,0.003170581086489684
GLB1,1154.686387340043,-0.34805575712247205,0.13359056867073887,-2.6053916873452816,0.009176928360815574,0.018760856086785963
CRTAP,442.46321548425254,-0.37144199695036734,0.1268692565561259,-2.9277541859484644,0.0034141985629109082,0.008315179202351083
SUSD5,192.44909298572526,1.028447859687528,0.34239078586775124,3.0037252815698343,0.002666960199025686,0.006786494711796375
FBXL2,1307.4871446809243,0.6966172667870524,0.20304355163885518,3.430876091185085,0.0006016353453595324,0.002072856460065192
UBP1,877.1187648003038,-0.13739380950973687,0.06180355587861667,-2.2230728888735927,0.026210885428058814,0.045396237368161216
CLASP2,12627.397965521346,-0.27467226708159787,0.21399540571776665,-1.2835428226148764,0.1993019669066779,0.2598123632358152
PDCD6IP,1776.3949561065303,-0.43066972688308525,0.10631861445549401,-4.050746231868623,5.10545531789303e-05,0.0003041002480295626
AC018359.1,108.56725880458792,7.9682945225344195,0.9821595709406374,8.113034539696026,4.937103024604568e-16,1.0889686952816875e-13
ARPP21,4292.989987478549,1.4066595398112713,0.3834316494564663,3.668605713183255,0.00024387685231697044,0.0010201250119219085
STAC,44.66331299260926,0.960362653901873,0.2906517523909242,3.3041694949431895,0.0009525822121767268,0.0029625429606888578
TRANK1,891.097245019213,0.31406501281885635,0.1406858117251945,2.232385831716479,0.025589473413347965,0.044468968445767615
EPM2AIP1,1177.4606114113683,0.07702355804950903,0.08151117664906468,0.9449447451988519,0.3446870860529685,0.41493719987549343
MLH1,551.5122518476574,-0.5098601251745289,0.13314192298742453,-3.8294484091437226,0.0001284308032753862,0.0006217081761230568
LRRFIP2,3214.9538030212393,-0.23231722293682158,0.12824531730380798,-1.811506476969225,0.07006248737587187,0.10562279369632012
GOLGA4,4584.089541283349,-0.4228517802395558,0.12364729255470758,-3.4198223956457885,0.0006266203206939333,0.002146568204781225
C3orf35,176.09107728060565,0.24524405180298842,0.18551742246735434,1.3219462007464244,0.18618606633682044,0.24484688329973187
ITGA9,1439.8689829175855,0.014238145744900383,0.15405590204994887,0.09242194265484234,0.9263628063207798,0.9415796886409957
CTDSPL,3755.2251007347954,-0.39604679397110193,0.18619134800540516,-2.1270955831932894,0.03341214219102792,0.05598603219181965
VILL,126.24432156554636,0.6560323364326331,0.20046907980145462,3.272486395819097,0.0010660600278821811,0.003233477125642643
PLCD1,358.63151507034365,-0.4668349546551989,0.2831055722323683,-1.6489783333265817,0.09915207358876493,0.14238784731856172
